time,FPS / Frame,Time: Chassis,Time: RobotPos,Time: Sweeper,Time: Telemetry,Time: Turret,X,Y,Yaw,setPower: Chassis,setPower: Shooter,setPower: Sweeper,setPower: Turret,useNoHeadMode,logs
22:21.2,21.8 / 46.0 ms,70 us,22176 us,4 us,53 us,10955 us,0.002322614,-0.001799366,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:21.3,23.9 / 41.9 ms,70 us,18089 us,4 us,52 us,10978 us,0.002323201,-0.00179982,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:21.3,25.2 / 39.6 ms,67 us,19127 us,4 us,52 us,10443 us,0.002323201,-0.00179982,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:21.3,26.3 / 38.0 ms,68 us,16585 us,4 us,50 us,10744 us,0.002324081,-0.001800501,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:21.4,28.1 / 35.6 ms,109 us,20045 us,4 us,53 us,10548 us,0.002323201,-0.00179982,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:21.4,25.4 / 39.4 ms,88 us,23166 us,5 us,51 us,11641 us,0.002323494,-0.001800047,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:21.5,15.7 / 63.7 ms,59 us,18621 us,3 us,16721 us,9908 us,0.002323494,-0.001800047,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:21.5,20.4 / 49.1 ms,117 us,18873 us,3 us,38 us,10312 us,0.002324961,-0.001801182,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:21.6,25.1 / 39.9 ms,59 us,18083 us,4 us,39 us,10112 us,0.002325548,-0.001801636,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:21.6,25.0 / 40.0 ms,87 us,17843 us,4 us,50 us,14850 us,0.002325548,-0.001801636,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:21.6,24.0 / 41.6 ms,72 us,20210 us,4 us,53 us,10650 us,0.002325548,-0.001801636,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:21.7,25.6 / 39.0 ms,85 us,20626 us,5 us,52 us,17615 us,0.002325548,-0.001801636,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:21.8,14.7 / 68.1 ms,70 us,22290 us,3 us,16492 us,11034 us,0.002328481,-0.001803907,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:21.8,23.6 / 42.4 ms,68 us,18239 us,4 us,58 us,10619 us,0.002329654,-0.001804815,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:21.8,25.8 / 38.8 ms,85 us,17368 us,5 us,64 us,11909 us,0.002328481,-0.001803907,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:21.9,24.6 / 40.7 ms,103 us,19503 us,6 us,69 us,11946 us,0.002330241,-0.00180527,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:21.9,21.4 / 46.7 ms,744 us,25368 us,4 us,80 us,10826 us,0.002329654,-0.001804816,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:22.0,21.5 / 46.5 ms,385 us,19983 us,3 us,56 us,11504 us,0.002330534,-0.001805497,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:22.3,19.1 / 52.4 ms,65 us,19625 us,4 us,11974 us,9883 us,0.002331121,-0.001805951,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:22.7,23.5 / 42.6 ms,81 us,19453 us,3 us,45 us,9734 us,0.002332588,-0.001807086,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:22.1,24.4 / 41.0 ms,65 us,18718 us,3 us,45 us,10080 us,0.002333174,-0.00180754,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:22.2,24.7 / 40.5 ms,69 us,18226 us,4 us,619 us,15156 us,0.002333761,-0.001807994,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:22.2,23.5 / 42.5 ms,65 us,19271 us,3 us,78 us,10030 us,0.002174487,-0.001684681,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:22.3,24.4 / 41.0 ms,61 us,18225 us,3 us,39 us,15250 us,0.002177714,-0.001687179,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:22.3,15.9 / 62.7 ms,67 us,17000 us,3 us,15954 us,10010 us,0.002180061,-0.001688996,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:22.3,27.9 / 35.9 ms,58 us,19225 us,3 us,44 us,9824 us,0.002181527,-0.001690131,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:22.4,26.8 / 37.4 ms,63 us,21536 us,3 us,43 us,10336 us,0.002342854,-0.001815034,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:22.4,25.6 / 39.0 ms,65 us,21414 us,3 us,48 us,10003 us,0.002342854,-0.001815034,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:22.4,25.2 / 39.7 ms,68 us,20151 us,4 us,128 us,10281 us,0.00249069,-0.001929487,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:22.5,25.7 / 38.9 ms,67 us,20037 us,4 us,51 us,10593 us,0.00249069,-0.001929487,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:22.6,23.6 / 42.3 ms,88 us,20692 us,3 us,56 us,11136 us,0.002490984,-0.001929714,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:22.6,15.6 / 64.0 ms,71 us,19913 us,3 us,15431 us,9816 us,0.002492744,-0.001931076,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:22.6,24.8 / 40.4 ms,67 us,18461 us,4 us,42 us,10211 us,0.00249333,-0.00193153,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:22.7,25.1 / 39.8 ms,67 us,18205 us,4 us,53 us,14556 us,0.002495384,-0.00193312,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:22.7,24.5 / 40.9 ms,74 us,18256 us,4 us,56 us,10769 us,0.00249597,-0.001933574,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:22.8,25.3 / 39.5 ms,81 us,18336 us,4 us,55 us,17760 us,0.002495677,-0.001933347,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:22.8,18.7 / 53.6 ms,66 us,19963 us,4 us,53 us,10510 us,0.002495677,-0.001933347,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:22.9,19.6 / 51.0 ms,63 us,17102 us,3 us,12165 us,9848 us,0.00249597,-0.001933574,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:22.9,28.5 / 35.1 ms,69 us,16268 us,5 us,43 us,12094 us,0.002497144,-0.001934482,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:22.9,25.5 / 39.2 ms,77 us,16804 us,4 us,52 us,12111 us,0.00249861,-0.001935617,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:23.0,25.8 / 38.7 ms,68 us,21844 us,4 us,61 us,10562 us,0.002500664,-0.001937207,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:23.1,24.5 / 40.8 ms,66 us,21293 us,4 us,53 us,11339 us,0.002500664,-0.001937207,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:23.6,23.6 / 42.4 ms,103 us,17491 us,4 us,161 us,10577 us,0.002499784,-0.001936526,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:23.1,23.5 / 42.6 ms,263 us,17088 us,4 us,50 us,10758 us,0.002500664,-0.001937207,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:23.1,18.2 / 54.9 ms,62 us,16458 us,3 us,14027 us,10001 us,0.002501837,-0.001938115,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:23.2,27.5 / 36.3 ms,61 us,20275 us,4 us,41 us,15040 us,0.00250213,-0.001938342,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:23.2,21.9 / 45.7 ms,171 us,18368 us,4 us,69 us,10545 us,0.002503597,-0.001939477,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:23.3,22.8 / 43.9 ms,76 us,21406 us,3 us,53 us,16517 us,0.002502717,-0.001938796,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:23.3,20.6 / 48.7 ms,57 us,19952 us,3 us,39 us,9977 us,0.00250477,-0.001940386,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:23.4,26.9 / 37.1 ms,58 us,17786 us,3 us,41 us,9724 us,0.002605091,-0.002018047,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:23.4,27.7 / 36.1 ms,64 us,21015 us,3 us,44 us,9715 us,0.002576637,-0.00199602,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:23.4,19.4 / 51.5 ms,54 us,19586 us,2 us,13997 us,9519 us,0.002577223,-0.001996474,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:23.5,28.3 / 35.4 ms,57 us,20821 us,3 us,34 us,11192 us,0.00257781,-0.001996928,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:23.5,25.0 / 40.0 ms,58 us,18498 us,3 us,49 us,12726 us,0.002578983,-0.001997837,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:23.6,24.9 / 40.1 ms,66 us,23081 us,4 us,49 us,10503 us,0.002579863,-0.001998518,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:23.6,21.3 / 47.0 ms,88 us,18346 us,5 us,53 us,11341 us,0.004579125,-0.00199747,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:23.7,20.2 / 49.5 ms,89 us,19749 us,5 us,74 us,11728 us,0.004580298,-0.001998378,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:23.7,15.1 / 66.4 ms,169 us,17368 us,5 us,21411 us,21558 us,0.004577658,-0.001996334,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:23.8,21.4 / 46.7 ms,60 us,24001 us,3 us,44 us,10236 us,0.004578831,-0.001997242,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:23.8,23.0 / 43.4 ms,58 us,16462 us,3 us,44 us,14279 us,0.004578538,-0.001997015,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:23.9,23.8 / 42.0 ms,76 us,16563 us,3 us,42 us,10063 us,0.004579418,-0.001997696,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:23.9,28.4 / 35.2 ms,62 us,24100 us,3 us,48 us,10109 us,0.004777129,-0.002150742,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:23.9,23.4 / 42.7 ms,56 us,18685 us,3 us,45 us,10748 us,0.004816144,-0.002180942,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:24.0,27.2 / 36.8 ms,68 us,21594 us,4 us,40 us,10350 us,0.004815558,-0.002180488,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:24.3,17.5 / 57.2 ms,254 us,20386 us,4 us,16933 us,11722 us,0.004819371,-0.00218344,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:24.8,23.6 / 42.4 ms,69 us,20383 us,4 us,50 us,11030 us,0.004820251,-0.002184121,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:24.1,21.6 / 46.2 ms,97 us,17883 us,4 us,55 us,10511 us,0.004821131,-0.002184802,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:24.2,26.4 / 37.8 ms,71 us,17618 us,4 us,47 us,10583 us,0.004821717,-0.002185256,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:24.2,25.8 / 38.8 ms,87 us,20943 us,5 us,52 us,11243 us,0.004822597,-0.002185937,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:24.3,22.0 / 45.4 ms,104 us,21157 us,6 us,63 us,17443 us,0.004822597,-0.002185937,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:24.3,14.6 / 68.4 ms,86 us,19155 us,4 us,19772 us,12547 us,0.004822891,-0.002186164,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:24.4,25.1 / 39.9 ms,53 us,15492 us,3 us,46 us,14668 us,0.004823184,-0.002186391,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:24.4,25.3 / 39.5 ms,58 us,20173 us,3 us,39 us,10412 us,0.004824064,-0.002187072,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:24.4,25.9 / 38.6 ms,68 us,18358 us,3 us,134 us,9745 us,0.004825531,-0.002188208,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:24.5,27.4 / 36.5 ms,62 us,21108 us,4 us,43 us,10672 us,0.004826117,-0.002188662,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:24.5,25.2 / 39.7 ms,69 us,23624 us,4 us,49 us,10605 us,0.002828616,-0.002191174,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:24.6,23.5 / 42.5 ms,73 us,17997 us,4 us,55 us,11200 us,0.002827149,-0.002190039,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:24.6,17.8 / 56.1 ms,67 us,18648 us,4 us,17830 us,10569 us,0.002829496,-0.002191855,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:24.6,22.8 / 43.8 ms,70 us,17970 us,4 us,48 us,10404 us,0.002830083,-0.002192309,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:24.7,26.4 / 37.9 ms,68 us,19674 us,4 us,53 us,11092 us,0.002830083,-0.002192309,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:24.7,23.8 / 42.1 ms,69 us,17556 us,4 us,52 us,10652 us,0.002830083,-0.002192309,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:24.8,25.2 / 39.6 ms,68 us,16734 us,5 us,52 us,17210 us,0.002830083,-0.002192309,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:24.8,22.0 / 45.4 ms,82 us,25397 us,4 us,101 us,12740 us,0.002831842,-0.002193672,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:24.9,14.4 / 69.4 ms,66 us,17324 us,4 us,22168 us,20068 us,0.002832429,-0.002194126,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:24.9,20.5 / 48.7 ms,92 us,20234 us,4 us,53 us,10394 us,0.002832429,-0.002194126,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:25.0,24.4 / 41.0 ms,162 us,16510 us,4 us,54 us,13055 us,0.002833309,-0.002194807,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:25.8,25.9 / 38.7 ms,87 us,16792 us,4 us,53 us,12085 us,0.002834776,-0.002195942,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:25.5,26.1 / 38.2 ms,77 us,16388 us,4 us,53 us,11062 us,0.002835656,-0.002196623,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:25.1,23.4 / 42.8 ms,66 us,22420 us,4 us,57 us,11027 us,0.002835949,-0.00219685,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:25.2,16.1 / 62.1 ms,55 us,16951 us,3 us,20121 us,10246 us,0.002837122,-0.002197758,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:25.2,24.9 / 40.1 ms,62 us,21138 us,3 us,45 us,9835 us,0.002837122,-0.002197758,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:25.2,24.6 / 40.7 ms,58 us,20947 us,3 us,43 us,9919 us,0.002837416,-0.002197985,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:25.3,24.6 / 40.6 ms,145 us,20619 us,4 us,43 us,13760 us,0.002837709,-0.002198212,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:25.3,23.4 / 42.7 ms,65 us,18458 us,4 us,47 us,10981 us,0.002839762,-0.002199802,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:25.4,23.1 / 43.2 ms,58 us,16934 us,3 us,45 us,10095 us,0.002840349,-0.002200256,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:25.4,29.6 / 33.8 ms,67 us,20596 us,3 us,36 us,13711 us,0.002840642,-0.002200483,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:25.4,18.4 / 54.5 ms,64 us,18897 us,2 us,10840 us,12110 us,0.002840642,-0.002200483,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:25.5,24.9 / 40.1 ms,60 us,16440 us,3 us,44 us,11858 us,0.002840936,-0.00220071,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:25.5,25.8 / 38.7 ms,48 us,17689 us,2 us,38 us,9334 us,0.002841522,-0.002201164,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:25.6,30.2 / 33.1 ms,59 us,19734 us,3 us,35 us,10086 us,0.002841522,-0.002201164,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:25.6,26.9 / 37.2 ms,53 us,21299 us,3 us,42 us,10086 us,0.002841522,-0.002201164,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:25.6,25.5 / 39.2 ms,59 us,18334 us,3 us,54 us,9678 us,0.002842109,-0.002201618,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:25.7,27.8 / 36.0 ms,171 us,19048 us,4 us,66 us,10833 us,0.002842109,-0.002201618,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:25.7,14.9 / 67.3 ms,55 us,16584 us,3 us,20236 us,9993 us,0.002841522,-0.002201164,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:25.8,27.8 / 36.0 ms,61 us,18256 us,3 us,115 us,10798 us,0.002842402,-0.002201845,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:25.8,25.8 / 38.8 ms,60 us,26264 us,3 us,45 us,14911 us,0.002842989,-0.0022023,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:25.9,20.7 / 48.3 ms,70 us,16937 us,3 us,49 us,9944 us,0.002845042,-0.002203889,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:25.9,29.1 / 34.4 ms,54 us,19281 us,3 us,43 us,14780 us,0.002845336,-0.002204116,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:25.9,22.6 / 44.2 ms,59 us,15828 us,3 us,46 us,10070 us,0.002845042,-0.002203889,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:26.2,30.5 / 32.8 ms,207 us,22529 us,5 us,42 us,11443 us,0.002845336,-0.002204116,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:26.4,14.8 / 67.6 ms,66 us,17321 us,4 us,21079 us,10562 us,0.002846216,-0.002204797,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:26.8,24.5 / 40.9 ms,76 us,17928 us,4 us,59 us,10881 us,0.002847682,-0.002205933,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:26.1,26.5 / 37.7 ms,79 us,17899 us,4 us,52 us,10974 us,0.002847682,-0.002205933,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:26.2,25.9 / 38.6 ms,66 us,19131 us,4 us,51 us,10614 us,0.002848269,-0.002206387,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:26.2,26.3 / 38.0 ms,77 us,18754 us,4 us,78 us,10439 us,0.002848269,-0.002206387,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
22:26.2,22.6 / 44.3 ms,66 us,18257 us,4 us,53 us,10749 us,0.002847976,-0.00220616,50.00 deg,0.0 us,0.0 us,0.0 us,0.0 us,FALSE,
